prod_id,char_id,value
733,4,дискретная
734,0,ноутбук
734,1,15.6
734,2,Athlon
734,3,8 ГБ
734,4,интегрированная
735,0,ноутбук
735,1,17.3
735,2,Core i7
735,3,16 ГБ
735,4,дискретная
736,0,ноутбук
736,1,15.6
736,2,Core i7
736,3,16 ГБ
736,4,дискретная
737,0,ноутбук
737,1,15.6
737,2,Core i7
737,3,16 ГБ
737,4,дискретная
738,0,ноутбук
738,1,17.3
738,2,Core i7
738,3,16 ГБ
738,4,дискретная
739,0,ноутбук
739,1,15.6
739,2,Core i5
739,3,16 ГБ
739,4,интегрированная
740,0,ноутбук
740,1,15.6
740,2,Ryzen 7
740,3,32 ГБ
740,4,дискретная
741,0,ноутбук
741,1,17.3
741,2,Core i7
741,3,32 ГБ
741,4,дискретная
742,0,ультрабук
742,1,13.5
742,2,Core i5
742,3,16 ГБ
742,4,интегрированная
743,0,ноутбук
743,1,15
743,2,Core i7
743,3,16 ГБ
743,4,интегрированная
744,0,ультрабук
744,1,13.5
744,2,Core i5
744,3,16 ГБ
744,4,интегрированная
745,0,ультрабук
745,1,13.5
745,2,Core i7
745,3,16 ГБ
745,4,интегрированная
746,0,ноутбук
746,1,15
746,2,Core i7
746,3,16 ГБ
746,4,интегрированная
747,0,ноутбук
747,1,15.6
747,2,Ryzen 9
747,3,64 ГБ
747,4,дискретная
748,0,ноутбук
748,1,15.6
748,2,Ryzen 7
748,3,64 ГБ
748,4,дискретная
749,0,ультрабук
749,1,14
749,2,Ryzen 5
749,3,8 ГБ
749,4,интегрированная
750,0,ноутбук
750,1,15
750,2,Core i7
750,3,16 ГБ
750,4,интегрированная
751,0,ноутбук
751,1,15.6
751,2,Core i3
751,3,4 ГБ
751,4,интегрированная
752,0,ноутбук
752,1,15.6
752,2,Ryzen 9
752,3,64 ГБ
752,4,дискретная
753,0,ноутбук
753,1,15.6
753,2,Ryzen 7
753,3,64 ГБ
753,4,дискретная
754,0,ноутбук
754,1,17.3
754,2,Core i7
754,3,16 ГБ
754,4,дискретная
755,0,ноутбук
755,1,15.6
755,2,Core i7
755,3,16 ГБ
755,4,дискретная
756,0,ноутбук
756,1,15.6
756,2,Core i7
756,3,16 ГБ
756,4,дискретная
757,0,ультрабук
757,1,14
757,2,Ryzen 5
757,3,8 ГБ
757,4,интегрированная
758,0,ноутбук
758,1,16
758,2,Ryzen 7
758,3,32 ГБ
758,4,дискретная
759,0,ноутбук
759,1,14.2
759,2,Apple M2 Pro
759,3,32 ГБ
759,4,интегрированная
760,0,ноутбук
760,1,16
760,2,Ryzen 7
760,3,32 ГБ
760,4,дискретная
761,0,ноутбук
761,1,17.3
761,2,Core i7
761,3,16 ГБ
761,4,интегрированная
762,0,ноутбук
762,1,16
762,2,Ryzen 7
762,3,32 ГБ
762,4,интегрированная
763,0,ноутбук
763,1,14
763,2,Ryzen 9
763,3,16 ГБ
763,4,дискретная
764,0,ноутбук
764,1,15.6
764,2,Core i7
764,3,16 ГБ
764,4,дискретная
765,0,ноутбук
765,1,17.3
765,2,Core i7
765,3,32 ГБ
765,4,дискретная
766,0,ноутбук
766,1,17.3
766,2,Core i7
766,3,16 ГБ
766,4,дискретная
767,0,ноутбук
767,1,14.2
767,2,Apple M2 Pro
767,3,16 ГБ
767,4,интегрированная
768,0,ноутбук
768,1,15.6
768,2,Core i7
768,3,16 ГБ
768,4,дискретная
769,0,ноутбук
769,1,15.6
769,2,Core i7
769,3,16 ГБ
769,4,интегрированная
770,0,ноутбук
770,1,15.6
770,2,Core i5
770,3,8 ГБ
770,4,интегрированная
771,0,ноутбук
771,1,15.6
771,2,Core i5
771,3,16 ГБ
771,4,интегрированная
772,0,ноутбук
772,1,16
772,2,Ryzen 7
772,3,32 ГБ
772,4,интегрированная
773,0,ноутбук
773,1,14.2
773,2,Apple M2 Pro
773,3,32 ГБ
773,4,интегрированная
774,0,ноутбук
774,1,14.2
774,2,Apple M2 Pro
774,3,16 ГБ
774,4,интегрированная
775,0,ультрабук
775,1,13.5
775,2,Core i7
775,3,16 ГБ
775,4,интегрированная
776,0,ультрабук
776,1,13.5
776,2,Core i5
776,3,8 ГБ
776,4,интегрированная
777,0,ультрабук
777,1,13.5
777,2,Core i5
777,3,8 ГБ
777,4,интегрированная
778,0,ультрабук
778,1,13.5
778,2,Core i7
778,3,16 ГБ
778,4,интегрированная
779,0,ноутбук
779,1,14.2
779,2,Apple M2 Pro
779,3,32 ГБ
779,4,интегрированная
780,0,ультрабук
780,1,13.5
780,2,Core i5
780,3,8 ГБ
780,4,интегрированная
781,0,ноутбук
781,1,14.2
781,2,Apple M2 Pro
781,3,32 ГБ
781,4,интегрированная
782,0,ультрабук
782,1,13.5
782,2,Core i5
782,3,8 ГБ
782,4,интегрированная
783,0,ультрабук
783,1,13.5
783,2,Core i7
783,3,16 ГБ
783,4,интегрированная
784,0,ноутбук
784,1,14.2
784,2,Apple M2 Pro
784,3,16 ГБ
784,4,интегрированная
785,0,ноутбук
785,1,15.6
785,2,Pentium
785,3,4 ГБ
785,4,интегрированная
786,0,ноутбук
786,1,15.6
786,2,Core i3
786,3,4 ГБ
786,4,интегрированная
787,0,ноутбук
787,1,15.6
787,2,Core i3
787,3,4 ГБ
787,4,интегрированная
788,0,ноутбук
788,1,15.6
788,2,Core i3
788,3,4 ГБ
788,4,интегрированная
789,0,ноутбук
789,1,16.2
789,2,Apple M2 Max
789,3,64 ГБ
789,4,интегрированная
790,0,ноутбук
790,1,15.6
790,2,Core i3
790,3,4 ГБ
790,4,интегрированная
791,0,ноутбук
791,1,15.6
791,2,Core i3
791,3,4 ГБ
791,4,интегрированная
792,0,ноутбук
792,1,16.2
792,2,Apple M2 Max
792,3,64 ГБ
792,4,интегрированная
793,0,ноутбук
793,1,16
793,2,Ryzen 7
793,3,32 ГБ
793,4,интегрированная
794,0,ноутбук
794,1,14.2
794,2,Apple M2 Pro
794,3,32 ГБ
794,4,интегрированная
795,0,ноутбук
795,1,14.2
795,2,Apple M2 Pro
795,3,16 ГБ
795,4,интегрированная
796,0,ноутбук
796,1,16
796,2,Core i7
796,3,16 ГБ
796,4,дискретная
797,0,ноутбук
797,1,14.2
797,2,Apple M2 Pro
797,3,32 ГБ
797,4,интегрированная
798,0,ноутбук
798,1,16.2
798,2,Apple M2 Max
798,3,96 ГБ
798,4,интегрированная
799,0,ноутбук
799,1,15.6
799,2,Core i5
799,3,16 ГБ
799,4,интегрированная
800,0,ноутбук
800,1,16.2
800,2,Apple M2 Max
800,3,64 ГБ
800,4,интегрированная
801,0,ноутбук
801,1,14.2
801,2,Apple M2 Pro
801,3,32 ГБ
801,4,интегрированная
802,0,ноутбук
802,1,14.2
802,2,Apple M2 Pro
802,3,32 ГБ
802,4,интегрированная
803,0,ноутбук
803,1,15.6
803,2,Core i5
803,3,8 ГБ
803,4,интегрированная
804,0,ноутбук
804,1,14.2
804,2,Apple M2 Pro
804,3,32 ГБ
804,4,интегрированная
805,0,ноутбук
805,1,14.2
805,2,Apple M2 Max
805,3,32 ГБ
805,4,интегрированная
806,0,ноутбук
806,1,16.2
806,2,Apple M2 Max
806,3,32 ГБ
806,4,интегрированная
807,0,ноутбук
807,1,14.2
807,2,Apple M2 Pro
807,3,32 ГБ
807,4,интегрированная
808,0,ноутбук
808,1,14.2
808,2,Apple M2 Max
808,3,64 ГБ
808,4,интегрированная
809,0,ноутбук
809,1,14.2
809,2,Apple M2 Pro
809,3,16 ГБ
809,4,интегрированная
810,0,ноутбук
810,1,16.2
810,2,Apple M2 Max
810,3,32 ГБ
810,4,интегрированная
811,0,ноутбук
811,1,14.2
811,2,Apple M2 Pro
811,3,16 ГБ
811,4,интегрированная
812,0,ноутбук
812,1,14.2
812,2,Apple M2 Pro
812,3,32 ГБ
812,4,интегрированная
813,0,ноутбук
813,1,14.2
813,2,Apple M2 Pro
813,3,32 ГБ
813,4,интегрированная
814,0,ноутбук
814,1,16.2
814,2,Apple M2 Max
814,3,64 ГБ
814,4,интегрированная
815,0,ноутбук
815,1,16.2
815,2,Apple M2 Max
815,3,64 ГБ
815,4,интегрированная
816,0,ноутбук
816,1,16.2
816,2,Apple M2 Max
816,3,64 ГБ
816,4,интегрированная
817,0,ноутбук
817,1,16.2
817,2,Apple M2 Max
817,3,32 ГБ
817,4,интегрированная
818,0,ноутбук
818,1,16.2
818,2,Apple M2 Pro
818,3,16 ГБ
818,4,интегрированная
819,0,ноутбук
819,1,16.2
819,2,Apple M2 Pro
819,3,32 ГБ
819,4,интегрированная
820,0,ноутбук
820,1,16.2
820,2,Apple M2 Pro
820,3,16 ГБ
820,4,интегрированная
821,0,ноутбук
821,1,16.2
821,2,Apple M2 Pro
821,3,32 ГБ
821,4,интегрированная
822,0,ноутбук
822,1,16.2
822,2,Apple M2 Pro
822,3,32 ГБ
822,4,интегрированная
823,0,ноутбук
823,1,16.2
823,2,Apple M2 Pro
823,3,16 ГБ
823,4,интегрированная
824,0,ноутбук
824,1,16.2
824,2,Apple M2 Pro
824,3,32 ГБ
824,4,интегрированная
825,0,ноутбук
825,1,16.2
825,2,Apple M2 Pro
825,3,32 ГБ
825,4,интегрированная
826,0,ноутбук
826,1,16.2
826,2,Apple M2 Pro
826,3,32 ГБ
826,4,интегрированная
827,0,ноутбук
827,1,16.2
827,2,Apple M2 Pro
827,3,16 ГБ
827,4,интегрированная
828,0,ноутбук
828,1,16.2
828,2,Apple M2 Pro
828,3,32 ГБ
828,4,интегрированная
829,0,ноутбук
829,1,16.2
829,2,Apple M2 Pro
829,3,16 ГБ
829,4,интегрированная
830,0,ноутбук
830,1,16
830,2,Ryzen 7
830,3,32 ГБ
830,4,интегрированная
831,0,ноутбук
831,1,16
831,2,Ryzen 7
831,3,32 ГБ
831,4,дискретная
832,0,ноутбук
832,1,16.2
832,2,Apple M2 Pro
832,3,32 ГБ
832,4,интегрированная
833,0,ноутбук
833,1,14.2
833,2,Apple M2 Max
833,3,96 ГБ
833,4,интегрированная
834,0,ноутбук
834,1,14.2
834,2,Apple M2 Max
834,3,64 ГБ
834,4,интегрированная
835,0,ноутбук
835,1,14.2
835,2,Apple M2 Max
835,3,64 ГБ
835,4,интегрированная
836,0,ноутбук
836,1,14.2
836,2,Apple M2 Max
836,3,64 ГБ
836,4,интегрированная
837,0,ноутбук
837,1,14.2
837,2,Apple M2 Pro
837,3,32 ГБ
837,4,интегрированная
838,0,ноутбук
838,1,14.2
838,2,Apple M2 Max
838,3,96 ГБ
838,4,интегрированная
839,0,ноутбук
839,1,14.2
839,2,Apple M2 Max
839,3,64 ГБ
839,4,интегрированная
840,0,ноутбук
840,1,14.2
840,2,Apple M2 Max
840,3,96 ГБ
840,4,интегрированная
841,0,ноутбук
841,1,14.2
841,2,Apple M2 Max
841,3,64 ГБ
841,4,интегрированная
842,0,ноутбук
842,1,16
842,2,Ryzen 7
842,3,32 ГБ
842,4,дискретная
843,0,ноутбук
843,1,16
843,2,Ryzen 7
843,3,32 ГБ
843,4,интегрированная
844,0,ноутбук
844,1,14.2
844,2,Apple M2 Max
844,3,32 ГБ
844,4,интегрированная
845,0,ноутбук
845,1,14.2
845,2,Apple M2 Pro
845,3,32 ГБ
845,4,интегрированная
846,0,ноутбук
846,1,14.2
846,2,Apple M2 Pro
846,3,32 ГБ
846,4,интегрированная
847,0,ноутбук
847,1,14.2
847,2,Apple M2 Pro
847,3,32 ГБ
847,4,интегрированная
848,0,ноутбук
848,1,14.2
848,2,Apple M2 Pro
848,3,16 ГБ
848,4,интегрированная
849,0,ноутбук
849,1,15.6
849,2,Core i5
849,3,8 ГБ
849,4,дискретная
850,0,ноутбук
850,1,14.2
850,2,Apple M2 Max
850,3,32 ГБ
850,4,интегрированная
851,0,ноутбук
851,1,15.6
851,2,Core i5
851,3,8 ГБ
851,4,дискретная
852,0,ультрабук
852,1,14
852,2,Ryzen 5
852,3,8 ГБ
852,4,интегрированная
853,0,ноутбук
853,1,16
853,2,Ryzen 7
853,3,32 ГБ
853,4,дискретная
854,0,ноутбук
854,1,14.2
854,2,Apple M2 Pro
854,3,32 ГБ
854,4,интегрированная
855,0,ноутбук
855,1,14.2
855,2,Apple M2 Pro
855,3,32 ГБ
855,4,интегрированная
856,0,ноутбук
856,1,14.2
856,2,Apple M2 Pro
856,3,16 ГБ
856,4,интегрированная
857,0,ноутбук
857,1,14.2
857,2,Apple M2 Pro
857,3,32 ГБ
857,4,интегрированная
858,0,ноутбук
858,1,15.6
858,2,Ryzen 7
858,3,32 ГБ
858,4,дискретная
859,0,ноутбук
859,1,15.6
859,2,Core i5
859,3,16 ГБ
859,4,интегрированная
860,0,ноутбук
860,1,15.6
860,2,Core i5
860,3,16 ГБ
860,4,интегрированная
861,0,ультрабук
861,1,14
861,2,Core i5
861,3,8 ГБ
861,4,интегрированная
862,0,ноутбук
862,1,15.6
862,2,Ryzen 7
862,3,16 ГБ
862,4,дискретная
863,0,ноутбук
863,1,15.6
863,2,Core i7
863,3,32 ГБ
863,4,дискретная
864,0,ноутбук
864,1,15.6
864,2,Core i5
864,3,16 ГБ
864,4,дискретная
865,0,ноутбук
865,1,15.6
865,2,Core i5
865,3,16 ГБ
865,4,дискретная
866,0,ультрабук
866,1,13.5
866,2,Core i5
866,3,8 ГБ
866,4,интегрированная
867,0,ноутбук
867,1,15
867,2,Core i7
867,3,16 ГБ
867,4,интегрированная
868,0,ультрабук
868,1,13.5
868,2,Core i7
868,3,16 ГБ
868,4,интегрированная
869,0,ультрабук
869,1,13.5
869,2,Core i7
869,3,16 ГБ
869,4,интегрированная
870,0,ультрабук
870,1,13.5
870,2,Core i5
870,3,16 ГБ
870,4,интегрированная
871,0,ультрабук
871,1,13.5
871,2,Core i5
871,3,16 ГБ
871,4,интегрированная
872,0,ноутбук
872,1,15
872,2,Core i7
872,3,8 ГБ
872,4,интегрированная
873,0,ультрабук
873,1,13.5
873,2,Core i5
873,3,8 ГБ
873,4,интегрированная
874,0,ноутбук
874,1,15.6
874,2,Core i7
874,3,16 ГБ
874,4,дискретная
875,0,ноутбук
875,1,15.6
875,2,Ryzen 9
875,3,32 ГБ
875,4,дискретная
876,0,ноутбук
876,1,15.6
876,2,Ryzen 9
876,3,16 ГБ
876,4,дискретная
877,0,ноутбук
877,1,15.6
877,2,Ryzen 7
877,3,64 ГБ
877,4,дискретная
878,0,ноутбук
878,1,15.6
878,2,Ryzen 9
878,3,32 ГБ
878,4,дискретная
879,0,ноутбук
879,1,15.6
879,2,Ryzen 7
879,3,64 ГБ
879,4,дискретная
880,0,ноутбук
880,1,17.3
880,2,Core i7
880,3,64 ГБ
880,4,дискретная
881,0,ноутбук
881,1,15.6
881,2,Core i7
881,3,16 ГБ
881,4,дискретная
882,0,ноутбук
882,1,15.6
882,2,Core i7
882,3,64 ГБ
882,4,дискретная
883,0,ноутбук
883,1,15.6
883,2,Core i7
883,3,32 ГБ
883,4,дискретная
884,0,ноутбук
884,1,15.6
884,2,Core i7
884,3,16 ГБ
884,4,дискретная
885,0,ноутбук
885,1,15.6
885,2,Core i7
885,3,16 ГБ
885,4,дискретная
886,0,ноутбук
886,1,17.3
886,2,Core i7
886,3,32 ГБ
886,4,дискретная
887,0,ноутбук
887,1,17.3
887,2,Core i7
887,3,16 ГБ
887,4,дискретная
888,0,ноутбук
888,1,15.6
888,2,Core i7
888,3,16 ГБ
888,4,дискретная
889,0,ноутбук
889,1,15.6
889,2,Core i7
889,3,16 ГБ
889,4,дискретная
890,0,ноутбук
890,1,17.3
890,2,Core i7
890,3,16 ГБ
890,4,дискретная
891,0,ноутбук
891,1,15.6
891,2,Core i7
891,3,16 ГБ
891,4,дискретная
892,0,ноутбук
892,1,15.6
892,2,Core i5
892,3,32 ГБ
892,4,дискретная
893,0,ноутбук
893,1,15.6
893,2,Core i5
893,3,16 ГБ
893,4,дискретная
894,0,ноутбук
894,1,15.6
894,2,Core i7
894,3,16 ГБ
894,4,дискретная
895,0,ноутбук
895,1,17.3
895,2,Core i7
895,3,32 ГБ
895,4,дискретная
896,0,ноутбук
896,1,15.6
896,2,Core i5
896,3,32 ГБ
896,4,дискретная
897,0,ноутбук
897,1,15.6
897,2,Core i7
897,3,32 ГБ
897,4,дискретная
898,0,ноутбук
898,1,15.6
898,2,Core i5
898,3,32 ГБ
898,4,дискретная
899,0,ноутбук
899,1,17.3
899,2,Core i7
899,3,16 ГБ
899,4,дискретная
900,0,ноутбук
900,1,17.3
900,2,Core i7
900,3,16 ГБ
900,4,дискретная
901,0,ноутбук
901,1,15.6
901,2,Core i5
901,3,32 ГБ
901,4,дискретная
902,0,ультрабук
902,1,13.5
902,2,Core i5
902,3,8 ГБ
902,4,интегрированная
903,0,ноутбук
903,1,15
903,2,Core i7
903,3,8 ГБ
903,4,интегрированная
904,0,ноутбук
904,1,15
904,2,Core i7
904,3,16 ГБ
904,4,интегрированная
905,0,ноутбук
905,1,15
905,2,Core i7
905,3,16 ГБ
905,4,интегрированная
906,0,ноутбук
906,1,14
906,2,Ryzen 9
906,3,16 ГБ
906,4,дискретная
907,0,ноутбук
907,1,17.3
907,2,Core i7
907,3,16 ГБ
907,4,дискретная
908,0,ноутбук
908,1,17.3
908,2,Core i7
908,3,16 ГБ
908,4,дискретная
909,0,ноутбук
909,1,17.3
909,2,Core i7
909,3,16 ГБ
909,4,дискретная
910,0,ноутбук
910,1,17.3
910,2,Core i7
910,3,16 ГБ
910,4,дискретная
911,0,ноутбук
911,1,17.3
911,2,Core i7
911,3,32 ГБ
911,4,дискретная
912,0,ноутбук
912,1,17.3
912,2,Core i7
912,3,16 ГБ
912,4,дискретная
913,0,ноутбук
913,1,15.6
913,2,Core i7
913,3,32 ГБ
913,4,дискретная
914,0,ноутбук
914,1,15.6
914,2,Core i5
914,3,16 ГБ
914,4,интегрированная
915,0,ультрабук
915,1,13.5
915,2,Core i7
915,3,16 ГБ
915,4,интегрированная
916,0,ультрабук
916,1,13.5
916,2,Core i5
916,3,16 ГБ
916,4,интегрированная
917,0,ультрабук
917,1,13.5
917,2,Core i5
917,3,8 ГБ
917,4,интегрированная
918,0,ноутбук
918,1,15
918,2,Core i7
918,3,8 ГБ
918,4,интегрированная
919,0,ноутбук
919,1,15
919,2,Core i7
919,3,8 ГБ
919,4,интегрированная
920,0,ультрабук
920,1,13.5
920,2,Core i5
920,3,8 ГБ
920,4,интегрированная
921,0,ультрабук
921,1,13.5
921,2,Core i5
921,3,8 ГБ
921,4,интегрированная
922,0,ультрабук
922,1,13.5
922,2,Core i5
922,3,16 ГБ
922,4,интегрированная
923,0,ультрабук
923,1,13.5
923,2,Core i5
923,3,8 ГБ
923,4,интегрированная
924,0,ноутбук
924,1,15
924,2,Core i7
924,3,32 ГБ
924,4,интегрированная
925,0,ноутбук
925,1,15
925,2,Core i7
925,3,16 ГБ
925,4,интегрированная
926,0,ноутбук
926,1,15
926,2,Core i7
926,3,8 ГБ
926,4,интегрированная
927,0,ультрабук
927,1,13.5
927,2,Core i7
927,3,16 ГБ
927,4,интегрированная
928,0,ультрабук
928,1,13.5
928,2,Core i7
928,3,16 ГБ
928,4,интегрированная
929,0,ультрабук
929,1,13.5
929,2,Core i5
929,3,8 ГБ
929,4,интегрированная
930,0,ультрабук
930,1,13.5
930,2,Core i5
930,3,8 ГБ
930,4,интегрированная
931,0,ультрабук
931,1,13.5
931,2,Core i5
931,3,8 ГБ
931,4,интегрированная
932,0,ультрабук
932,1,13.5
932,2,Core i5
932,3,8 ГБ
932,4,интегрированная
933,0,ультрабук
933,1,13.5
933,2,Core i5
933,3,8 ГБ
933,4,интегрированная
934,0,ноутбук
934,1,15
934,2,Core i7
934,3,16 ГБ
934,4,интегрированная
935,0,ноутбук
935,1,16.2
935,2,Apple M2 Max
935,3,64 ГБ
935,4,интегрированная
936,0,ноутбук
936,1,16.2
936,2,Apple M2 Max
936,3,96 ГБ
936,4,интегрированная
937,0,ноутбук
937,1,16.2
937,2,Apple M2 Max
937,3,64 ГБ
937,4,интегрированная
938,0,ноутбук
938,1,16.2
938,2,Apple M2 Max
938,3,64 ГБ
938,4,интегрированная
939,0,ноутбук
939,1,16.2
939,2,Apple M2 Max
939,3,96 ГБ
939,4,интегрированная
940,0,ноутбук
940,1,16.2
940,2,Apple M2 Max
940,3,96 ГБ
940,4,интегрированная
941,0,ноутбук
941,1,16.2
941,2,Apple M2 Max
941,3,96 ГБ
941,4,интегрированная
942,0,ноутбук
942,1,16.2
942,2,Apple M2 Max
942,3,96 ГБ
942,4,интегрированная
943,0,ноутбук
943,1,16.2
943,2,Apple M2 Max
943,3,64 ГБ
943,4,интегрированная
944,0,ноутбук
944,1,16.2
944,2,Apple M2 Max
944,3,32 ГБ
944,4,интегрированная
945,0,ноутбук
945,1,16.2
945,2,Apple M2 Max
945,3,32 ГБ
945,4,интегрированная
946,0,ноутбук
946,1,16.2
946,2,Apple M2 Max
946,3,32 ГБ
946,4,интегрированная
947,0,ноутбук
947,1,16.2
947,2,Apple M2 Max
947,3,32 ГБ
947,4,интегрированная
948,0,ноутбук
948,1,16.2
948,2,Apple M2 Max
948,3,96 ГБ
948,4,интегрированная
949,0,ноутбук
949,1,16.2
949,2,Apple M2 Max
949,3,64 ГБ
949,4,интегрированная
950,0,ноутбук
950,1,16.2
950,2,Apple M2 Max
950,3,32 ГБ
950,4,интегрированная
951,0,ноутбук
951,1,16.2
951,2,Apple M2 Max
951,3,32 ГБ
951,4,интегрированная
952,0,ноутбук
952,1,16.2
952,2,Apple M2 Max
952,3,64 ГБ
952,4,интегрированная
953,0,ноутбук
953,1,16.2
953,2,Apple M2 Max
953,3,64 ГБ
953,4,интегрированная
954,0,ноутбук
954,1,16.2
954,2,Apple M2 Max
954,3,32 ГБ
954,4,интегрированная
955,0,ноутбук
955,1,16.2
955,2,Apple M2 Max
955,3,32 ГБ
955,4,интегрированная
956,0,ноутбук
956,1,16.2
956,2,Apple M2 Max
956,3,64 ГБ
956,4,интегрированная
957,0,ноутбук
957,1,16.2
957,2,Apple M2 Max
957,3,64 ГБ
957,4,интегрированная
958,0,ноутбук
958,1,16.2
958,2,Apple M2 Max
958,3,64 ГБ
958,4,интегрированная
959,0,ноутбук
959,1,16.2
959,2,Apple M2 Max
959,3,64 ГБ
959,4,интегрированная
960,0,ноутбук
960,1,16.2
960,2,Apple M2 Max
960,3,64 ГБ
960,4,интегрированная
961,0,ноутбук
961,1,16.2
961,2,Apple M2 Max
961,3,32 ГБ
961,4,интегрированная
962,0,ноутбук
962,1,16.2
962,2,Apple M2 Max
962,3,32 ГБ
962,4,интегрированная
963,0,ноутбук
963,1,16.2
963,2,Apple M2 Max
963,3,32 ГБ
963,4,интегрированная
964,0,ноутбук
964,1,16.2
964,2,Apple M2 Max
964,3,32 ГБ
964,4,интегрированная
965,0,ноутбук
965,1,16.2
965,2,Apple M2 Max
965,3,32 ГБ
965,4,интегрированная
966,0,ноутбук
966,1,16.2
966,2,Apple M2 Max
966,3,64 ГБ
966,4,интегрированная
967,0,ноутбук
967,1,16.2
967,2,Apple M2 Max
967,3,32 ГБ
967,4,интегрированная
968,0,ноутбук
968,1,16.2
968,2,Apple M2 Max
968,3,32 ГБ
968,4,интегрированная
969,0,ноутбук
969,1,16.2
969,2,Apple M2 Max
969,3,32 ГБ
969,4,интегрированная
970,0,ноутбук
970,1,16.2
970,2,Apple M2 Max
970,3,64 ГБ
970,4,интегрированная
971,0,ноутбук
971,1,16.2
971,2,Apple M2 Pro
971,3,16 ГБ
971,4,интегрированная
972,0,ноутбук
972,1,16.2
972,2,Apple M2 Pro
972,3,32 ГБ
972,4,интегрированная
973,0,ноутбук
973,1,16.2
973,2,Apple M2 Pro
973,3,32 ГБ
973,4,интегрированная
974,0,ноутбук
974,1,16.2
974,2,Apple M2 Pro
974,3,32 ГБ
974,4,интегрированная
975,0,ноутбук
975,1,16.2
975,2,Apple M2 Pro
975,3,16 ГБ
975,4,интегрированная
976,0,ноутбук
976,1,14.2
976,2,Apple M2 Max
976,3,96 ГБ
976,4,интегрированная
977,0,ноутбук
977,1,14.2
977,2,Apple M2 Max
977,3,96 ГБ
977,4,интегрированная
978,0,ноутбук
978,1,14.2
978,2,Apple M2 Max
978,3,96 ГБ
978,4,интегрированная
979,0,ноутбук
979,1,14.2
979,2,Apple M2 Max
979,3,32 ГБ
979,4,интегрированная
980,0,ноутбук
980,1,14.2
980,2,Apple M2 Max
980,3,32 ГБ
980,4,интегрированная
981,0,ноутбук
981,1,14.2
981,2,Apple M2 Max
981,3,32 ГБ
981,4,интегрированная
982,0,ноутбук
982,1,14.2
982,2,Apple M2 Max
982,3,64 ГБ
982,4,интегрированная
983,0,ноутбук
983,1,14.2
983,2,Apple M2 Max
983,3,64 ГБ
983,4,интегрированная
984,0,ноутбук
984,1,14.2
984,2,Apple M2 Max
984,3,64 ГБ
984,4,интегрированная
985,0,ноутбук
985,1,14.2
985,2,Apple M2 Max
985,3,32 ГБ
985,4,интегрированная
986,0,ноутбук
986,1,14.2
986,2,Apple M2 Max
986,3,64 ГБ
986,4,интегрированная
987,0,ноутбук
987,1,14.2
987,2,Apple M2 Max
987,3,64 ГБ
987,4,интегрированная
988,0,ноутбук
988,1,14.2
988,2,Apple M2 Max
988,3,32 ГБ
988,4,интегрированная
989,0,ноутбук
989,1,14.2
989,2,Apple M2 Max
989,3,64 ГБ
989,4,интегрированная
990,0,ноутбук
990,1,14.2
990,2,Apple M2 Max
990,3,32 ГБ
990,4,интегрированная
991,0,ноутбук
991,1,14.2
991,2,Apple M2 Max
991,3,32 ГБ
991,4,интегрированная
992,0,ноутбук
992,1,14.2
992,2,Apple M2 Max
992,3,32 ГБ
992,4,интегрированная
993,0,ноутбук
993,1,14.2
993,2,Apple M2 Max
993,3,32 ГБ
993,4,интегрированная
994,0,ноутбук
994,1,14.2
994,2,Apple M2 Max
994,3,32 ГБ
994,4,интегрированная
995,0,ноутбук
995,1,14.2
995,2,Apple M2 Max
995,3,32 ГБ
995,4,интегрированная
996,0,ноутбук
996,1,14.2
996,2,Apple M2 Max
996,3,64 ГБ
996,4,интегрированная
997,0,ноутбук
997,1,14.2
997,2,Apple M2 Max
997,3,96 ГБ
997,4,интегрированная
998,0,ноутбук
998,1,14.2
998,2,Apple M2 Max
998,3,96 ГБ
998,4,интегрированная
999,0,ноутбук
999,1,14.2
999,2,Apple M2 Max
999,3,96 ГБ
999,4,интегрированная
1000,0,ноутбук
1000,1,14.2
1000,2,Apple M2 Max
1000,3,96 ГБ
1000,4,интегрированная
1001,0,ноутбук
1001,1,14.2
1001,2,Apple M2 Max
1001,3,96 ГБ
1001,4,интегрированная
1002,0,ноутбук
1002,1,14.2
1002,2,Apple M2 Max
1002,3,64 ГБ
1002,4,интегрированная
1003,0,ноутбук
1003,1,14.2
1003,2,Apple M2 Max
1003,3,32 ГБ
1003,4,интегрированная
1004,0,ноутбук
1004,1,14.2
1004,2,Apple M2 Max
1004,3,64 ГБ
1004,4,интегрированная
1005,0,ноутбук
1005,1,14.2
1005,2,Apple M2 Max
1005,3,64 ГБ
1005,4,интегрированная
1006,0,ноутбук
1006,1,14.2
1006,2,Apple M2 Max
1006,3,64 ГБ
1006,4,интегрированная
1007,0,ноутбук
1007,1,14.2
1007,2,Apple M2 Max
1007,3,32 ГБ
1007,4,интегрированная
1008,0,ноутбук
1008,1,14.2
1008,2,Apple M2 Max
1008,3,64 ГБ
1008,4,интегрированная
1009,0,ноутбук
1009,1,14.2
1009,2,Apple M2 Max
1009,3,32 ГБ
1009,4,интегрированная
1010,0,ноутбук
1010,1,14.2
1010,2,Apple M2 Max
1010,3,64 ГБ
1010,4,интегрированная
1011,0,ноутбук
1011,1,14.2
1011,2,Apple M2 Max
1011,3,64 ГБ
1011,4,интегрированная
1012,0,ноутбук
1012,1,14.2
