prod_id,char_id,value
0,0,ноутбук
0,1,15.6
0,2,Core i5
0,3,8 ГБ
0,4,дискретная
1,0,ноутбук
1,1,15.6
1,2,Core i5
1,3,8 ГБ
1,4,интегрированная
2,0,ноутбук
2,1,15.6
2,2,Core i7
2,3,8 ГБ
2,4,дискретная
3,0,ноутбук
3,1,14
3,2,Ryzen 7
3,3,8 ГБ
3,4,дискретная
4,0,ноутбук
4,1,15.6
4,2,Core i5
4,3,8 ГБ
4,4,интегрированная
5,0,ноутбук
5,1,15.6
5,2,Core i3
5,3,4 ГБ
5,4,интегрированная
6,0,ноутбук
6,1,15.6
6,2,Core i5
6,3,16 ГБ
6,4,интегрированная
7,0,ноутбук
7,1,15.6
7,2,Core i5
7,3,8 ГБ
7,4,дискретная
8,0,ноутбук
8,1,15.6
8,2,Core i7
8,3,16 ГБ
8,4,дискретная
9,0,ноутбук
9,1,15.6
9,2,Core i5
9,3,4 ГБ
9,4,интегрированная
10,0,ноутбук
10,1,15.6
10,2,Core i5
10,3,16 ГБ
10,4,интегрированная
11,0,ноутбук
11,1,15.6
11,2,Core i5
11,3,4 ГБ
11,4,интегрированная
12,0,ноутбук
12,1,15.6
12,2,Ryzen 3
12,3,8 ГБ
12,4,интегрированная
13,0,ноутбук
13,1,15.6
13,2,Core i5
13,3,16 ГБ
13,4,дискретная
14,0,ноутбук
14,1,15.6
14,2,Core i5
14,3,8 ГБ
14,4,дискретная
15,0,ноутбук
15,1,15.6
15,2,Ryzen 5
15,3,8 ГБ
15,4,интегрированная
16,0,ноутбук
16,1,15.6
16,2,Core i5
16,3,4 ГБ
16,4,интегрированная
17,0,ноутбук
17,1,16.1
17,2,Ryzen 5
17,3,16 ГБ
17,4,дискретная
18,0,ультрабук
18,1,13.3
18,2,Apple
18,3,8 ГБ
18,4,интегрированная
19,0,ноутбук
19,1,15.6
19,2,Core i7
19,3,8 ГБ
19,4,дискретная
20,0,ноутбук
20,1,15.6
20,2,Core i5
20,3,8 ГБ
20,4,интегрированная
21,0,ноутбук
21,1,15.6
21,2,Ryzen 3
21,3,8 ГБ
21,4,интегрированная
22,0,ноутбук
22,1,15.6
22,2,Ryzen 7
22,3,16 ГБ
22,4,дискретная
23,0,ноутбук
23,1,15.6
23,2,Core i5
23,3,8 ГБ
23,4,интегрированная
24,0,ноутбук
24,1,15.6
24,2,Core i5
24,3,16 ГБ
24,4,интегрированная
25,0,ультрабук
25,1,14
25,2,Ryzen 5
25,3,16 ГБ
25,4,интегрированная
26,0,ноутбук
26,1,15.6
26,2,Core i5
26,3,8 ГБ
26,4,дискретная
27,0,ноутбук
27,1,15.6
27,2,Ryzen 7
27,3,16 ГБ
27,4,дискретная
28,0,ноутбук
28,1,15.6
28,2,Core i3
28,3,4 ГБ
28,4,интегрированная
29,0,ноутбук
29,1,14
29,2,Ryzen 5
29,3,8 ГБ
29,4,интегрированная
30,0,ноутбук
30,1,17.3
30,2,Ryzen 7
30,3,16 ГБ
30,4,дискретная
31,0,ноутбук
31,1,15.6
31,2,Core i3
31,3,4 ГБ
31,4,интегрированная
32,0,ноутбук
32,1,15.6
32,2,Ryzen 3
32,3,4 ГБ
32,4,интегрированная
33,0,ноутбук
33,1,15.6
33,2,Pentium
33,3,4 ГБ
33,4,интегрированная
34,0,ноутбук
34,1,15.6
34,2,Celeron
34,3,4 ГБ
34,4,интегрированная
35,0,ноутбук
35,1,15.6
35,2,Ryzen 5
35,3,8 ГБ
35,4,интегрированная
36,0,ноутбук
36,1,15.6
36,2,Ryzen 5
36,3,8 ГБ
36,4,интегрированная
37,0,ноутбук
37,1,17.3
37,2,Core i5
37,3,16 ГБ
37,4,дискретная
38,0,ноутбук
38,1,15.6
38,2,Core i7
38,3,16 ГБ
38,4,дискретная
39,0,ноутбук
39,1,16.1
39,2,Ryzen 7
39,3,16 ГБ
39,4,дискретная
40,0,ноутбук
40,1,15.6
40,2,Ryzen 5
40,3,16 ГБ
40,4,дискретная
41,0,ультрабук
41,1,13.3
41,2,Apple
41,3,8 ГБ
41,4,интегрированная
42,0,ноутбук
42,1,15.6
42,2,Core i5
42,3,16 ГБ
42,4,дискретная
43,0,ноутбук
43,1,15.6
43,2,Core i5
43,3,16 ГБ
43,4,дискретная
44,0,ноутбук
44,1,15.6
44,2,Core i5
44,3,4 ГБ
44,4,интегрированная
45,0,ноутбук
45,1,14.2
45,2,Apple
45,3,16 ГБ
45,4,интегрированная
46,0,ноутбук
46,1,15.6
46,2,Celeron
46,3,4 ГБ
46,4,интегрированная
47,0,ультрабук
47,1,14
47,2,Ryzen 7
47,3,16 ГБ
47,4,интегрированная
48,0,ультрабук
48,1,13.3
48,2,Apple
48,3,8 ГБ
48,4,интегрированная
49,0,ноутбук
49,1,17.3
49,2,Core i5
49,3,8 ГБ
49,4,дискретная
50,0,ноутбук
50,1,15.6
50,2,Ryzen 7
50,3,16 ГБ
50,4,интегрированная
51,0,ноутбук
51,1,15.6
51,2,Ryzen 7
51,3,16 ГБ
51,4,интегрированная
52,0,ноутбук
52,1,15.6
52,2,Ryzen 7
52,3,16 ГБ
52,4,дискретная
53,0,ультрабук
53,1,13.3
53,2,Apple
53,3,8 ГБ
53,4,интегрированная
54,0,ноутбук
54,1,15.6
54,2,Ryzen 3
54,3,8 ГБ
54,4,интегрированная
55,0,ноутбук
55,1,15.6
55,2,Ryzen 5
55,3,8 ГБ
55,4,интегрированная
56,0,ультрабук
56,1,13.6
56,2,Apple
56,3,8 ГБ
56,4,интегрированная
57,0,ноутбук
57,1,15.6
57,2,Core i3
57,3,8 ГБ
57,4,интегрированная
58,0,ноутбук
58,1,15.6
58,2,Core i5
58,3,8 ГБ
58,4,дискретная
59,0,ультрабук
59,1,13.3
59,2,Apple
59,3,8 ГБ
59,4,интегрированная
60,0,ультрабук
60,1,14
60,2,Ryzen 5
60,3,8 ГБ
60,4,дискретная
61,0,ультрабук
61,1,13.3
61,2,Apple
61,3,8 ГБ
61,4,интегрированная
62,0,ультрабук
62,1,13.3
62,2,Apple
62,3,8 ГБ
62,4,интегрированная
63,0,ультрабук
63,1,14
63,2,Ryzen 5
63,3,8 ГБ
63,4,интегрированная
64,0,ноутбук
64,1,15.6
64,2,Celeron
64,3,4 ГБ
64,4,интегрированная
65,0,ультрабук
65,1,13.3
65,2,Apple
65,3,16 ГБ
65,4,интегрированная
66,0,ноутбук
66,1,15.6
66,2,Ryzen 5
66,3,16 ГБ
66,4,интегрированная
67,0,ноутбук
67,1,14
67,2,Ryzen 9
67,3,16 ГБ
67,4,дискретная
68,0,ноутбук
68,1,15.6
68,2,Pentium
68,3,8 ГБ
68,4,интегрированная
69,0,ноутбук
69,1,15.6
69,2,Core i3
69,3,8 ГБ
69,4,интегрированная
70,0,ноутбук
70,1,15.6
70,2,Core i7
70,3,32 ГБ
70,4,дискретная
71,0,ноутбук
71,1,15.6
71,2,Core i9
71,3,16 ГБ
71,4,дискретная
72,0,ультрабук
72,1,13.6
72,2,Apple
72,3,8 ГБ
72,4,интегрированная
73,0,ноутбук
73,1,15.6
73,2,Ryzen 3
73,3,4 ГБ
73,4,интегрированная
74,0,ноутбук
74,1,15.6
74,2,Ryzen 3
74,3,8 ГБ
74,4,интегрированная
75,0,ноутбук
75,1,15.6
75,2,Ryzen 3
75,3,8 ГБ
75,4,интегрированная
76,0,ноутбук
76,1,15.6
76,2,Core i5
76,3,8 ГБ
76,4,интегрированная
77,0,ноутбук
77,1,16.2
77,2,Apple
77,3,16 ГБ
77,4,интегрированная
78,0,ноутбук
78,1,15.6
78,2,Ryzen 7
78,3,16 ГБ
78,4,интегрированная
79,0,ноутбук
79,1,15.6
79,2,Core i3
79,3,8 ГБ
79,4,интегрированная
80,0,ноутбук
80,1,14.2
80,2,Apple
80,3,16 ГБ
80,4,интегрированная
81,0,ноутбук
81,1,15.6
81,2,Core i5
81,3,8 ГБ
81,4,интегрированная
82,0,ноутбук
82,1,16.1
82,2,Core i7
82,3,16 ГБ
82,4,интегрированная
83,0,ультрабук
83,1,13.6
83,2,Apple
83,3,8 ГБ
83,4,интегрированная
84,0,ноутбук
84,1,15.6
84,2,Ryzen 5
84,3,16 ГБ
84,4,дискретная
85,0,ноутбук
85,1,15.6
85,2,Core i7
85,3,16 ГБ
85,4,интегрированная
86,0,ноутбук
86,1,14.2
86,2,Apple
86,3,16 ГБ
86,4,интегрированная
87,0,ноутбук
87,1,15.6
87,2,Core i5
87,3,8 ГБ
87,4,интегрированная
88,0,ультрабук
88,1,13.6
88,2,Apple
88,3,8 ГБ
88,4,интегрированная
89,0,ноутбук
89,1,17.3
89,2,Core i7
89,3,16 ГБ
89,4,дискретная
90,0,ноутбук
90,1,15.6
90,2,Core i3
90,3,8 ГБ
90,4,интегрированная
91,0,ноутбук
91,1,15.6
91,2,Core i3
91,3,8 ГБ
91,4,интегрированная
92,0,ноутбук
92,1,15.6
92,2,Core i3
92,3,8 ГБ
92,4,интегрированная
93,0,ноутбук
93,1,14.2
93,2,Apple
93,3,16 ГБ
93,4,интегрированная
94,0,ультрабук
94,1,13.6
94,2,Apple
94,3,8 ГБ
94,4,интегрированная
95,0,ноутбук
95,1,15.6
95,2,Ryzen 5
95,3,8 ГБ
95,4,интегрированная
96,0,ноутбук
96,1,15.6
96,2,Core i7
96,3,16 ГБ
96,4,дискретная
97,0,ноутбук
97,1,16.2
97,2,Apple
97,3,32 ГБ
97,4,интегрированная
98,0,ноутбук
98,1,15.6
98,2,Ryzen 3
98,3,8 ГБ
98,4,интегрированная
99,0,ноутбук
99,1,14
99,2,Ryzen 9
99,3,16 ГБ
99,4,дискретная
100,0,ноутбук
100,1,14
100,2,Ryzen 9
100,3,16 ГБ
100,4,дискретная
101,0,ноутбук
101,1,16.2
101,2,Apple
101,3,16 ГБ
101,4,интегрированная
102,0,ультрабук
102,1,14
102,2,Core i5
102,3,8 ГБ
102,4,интегрированная
103,0,ноутбук
103,1,16.2
103,2,Apple
103,3,16 ГБ
103,4,интегрированная
104,0,ноутбук
104,1,15.6
104,2,Core i5
104,3,8 ГБ
104,4,интегрированная
105,0,ультрабук
105,1,13.6
105,2,Apple
105,3,8 ГБ
105,4,интегрированная
106,0,ультрабук
106,1,13.6
106,2,Apple
106,3,8 ГБ
106,4,интегрированная
107,0,ультрабук
107,1,14
107,2,Core i5
107,3,8 ГБ
107,4,интегрированная
108,0,ультрабук
108,1,13.6
108,2,Apple
108,3,8 ГБ
108,4,интегрированная
109,0,ноутбук
109,1,15.6
109,2,Core i3
109,3,8 ГБ
109,4,интегрированная
110,0,ноутбук
110,1,15.6
110,2,Athlon
110,3,4 ГБ
110,4,интегрированная
111,0,ноутбук
111,1,15.6
111,2,Athlon
111,3,4 ГБ
111,4,интегрированная
112,0,ноутбук
112,1,15.6
112,2,Athlon
112,3,4 ГБ
112,4,интегрированная
113,0,ультрабук
113,1,13.3
113,2,Apple
113,3,8 ГБ
113,4,интегрированная
114,0,ноутбук
114,1,16.2
114,2,Apple
114,3,32 ГБ
114,4,интегрированная
115,0,ноутбук
115,1,16
115,2,Core i9
115,3,16 ГБ
115,4,дискретная
116,0,ноутбук
116,1,16.2
116,2,Apple
116,3,16 ГБ
116,4,интегрированная
117,0,ноутбук
117,1,16.2
117,2,Apple M1 Pro
117,3,32 ГБ
117,4,интегрированная
118,0,ноутбук
118,1,15.6
118,2,Core i7
118,3,16 ГБ
118,4,дискретная
119,0,ультрабук
119,1,14
119,2,Core i5
119,3,8 ГБ
119,4,интегрированная
120,0,ноутбук
120,1,15.6
120,2,Core i5
120,3,8 ГБ
120,4,интегрированная
121,0,трансформер 360°
121,1,16
121,2,Ryzen 7
121,3,32 ГБ
121,4,дискретная
122,0,ноутбук
122,1,14
122,2,Celeron
122,3,8 ГБ
122,4,интегрированная
123,0,ноутбук
123,1,15.6
123,2,Celeron
123,3,8 ГБ
123,4,интегрированная
124,0,ноутбук
124,1,15.6
124,2,Core i5
124,3,8 ГБ
124,4,интегрированная
125,0,ультрабук
125,1,14
125,2,Core i3
125,3,8 ГБ
125,4,интегрированная
126,0,ноутбук
126,1,16.2
126,2,Apple M2 Max
126,3,32 ГБ
126,4,интегрированная
127,0,ультрабук
127,1,13.3
127,2,Apple
127,3,16 ГБ
127,4,интегрированная
128,0,ноутбук
128,1,16.2
128,2,Apple M2 Pro
128,3,16 ГБ
128,4,интегрированная
129,0,ноутбук
129,1,16.2
129,2,Apple M2 Max
129,3,32 ГБ
129,4,интегрированная
130,0,ноутбук
130,1,15
130,2,Core i7
130,3,16 ГБ
130,4,интегрированная
131,0,ноутбук
131,1,15.6
131,2,Ryzen 5
131,3,8 ГБ
131,4,интегрированная
132,0,ноутбук
132,1,15.6
132,2,Core i3
132,3,8 ГБ
132,4,интегрированная
133,0,ноутбук
133,1,15
133,2,Core i7
133,3,8 ГБ
133,4,интегрированная
134,0,ноутбук
134,1,15.6
134,2,Pentium
134,3,4 ГБ
134,4,интегрированная
135,0,ультрабук
135,1,13.5
135,2,Core i7
135,3,16 ГБ
135,4,интегрированная
136,0,ноутбук
136,1,16.2
136,2,Apple M2 Pro
136,3,16 ГБ
136,4,интегрированная
137,0,ноутбук
137,1,14
137,2,Core i5
137,3,8 ГБ
137,4,интегрированная
138,0,ультрабук
138,1,14
138,2,Ryzen 5
138,3,8 ГБ
138,4,интегрированная
139,0,ноутбук
139,1,15.6
139,2,Ryzen 3
139,3,4 ГБ
139,4,интегрированная
140,0,ноутбук
140,1,15.6
140,2,Ryzen 3
140,3,8 ГБ
140,4,интегрированная
141,0,ноутбук
141,1,15.6
141,2,Core i3
141,3,8 ГБ
141,4,интегрированная
142,0,ноутбук
142,1,14.2
142,2,Apple M2 Pro
142,3,16 ГБ
142,4,интегрированная
143,0,ноутбук
143,1,16
143,2,Core i9
143,3,16 ГБ
143,4,дискретная
144,5,?
144,6,?
144,7,?
144,8,?
144,9,?
145,0,ноутбук
145,1,14.2
145,2,Apple M2 Pro
145,3,16 ГБ
145,4,интегрированная
146,0,ноутбук
146,1,16.2
146,2,Apple M2 Pro
146,3,16 ГБ
146,4,интегрированная
147,0,ноутбук
147,1,16.2
147,2,Apple M2 Pro
147,3,16 ГБ
147,4,интегрированная
148,0,ноутбук
148,1,15.6
148,2,Core i7
148,3,16 ГБ
148,4,дискретная
149,0,ноутбук
149,1,15.6
149,2,Core i3
149,3,8 ГБ
149,4,интегрированная
150,0,ноутбук
150,1,15.6
150,2,Ryzen 3
150,3,8 ГБ
150,4,интегрированная
151,0,ноутбук
151,1,14.2
151,2,Apple M2 Max
151,3,32 ГБ
151,4,интегрированная
152,0,ноутбук
152,1,14.2
152,2,Apple M2 Max
152,3,32 ГБ
152,4,интегрированная
153,0,ноутбук
153,1,16
153,2,Core i9
153,3,16 ГБ
153,4,дискретная
154,0,ноутбук
154,1,14.2
154,2,Apple M2 Pro
154,3,16 ГБ
154,4,интегрированная
155,0,ноутбук
155,1,14.2
155,2,Apple M2 Pro
155,3,16 ГБ
155,4,интегрированная
156,0,ультрабук
156,1,14
156,2,Core i5
156,3,8 ГБ
156,4,интегрированная
157,0,ноутбук
157,1,15.6
157,2,Core i5
157,3,8 ГБ
157,4,интегрированная
158,0,ноутбук
158,1,17.3
158,2,Core i7
158,3,16 ГБ
158,4,дискретная
159,0,ультрабук
159,1,14
159,2,Core i3
159,3,4 ГБ
159,4,интегрированная
160,0,ноутбук
160,1,15.6
160,2,Core i3
160,3,4 ГБ
160,4,интегрированная
161,0,ноутбук
161,1,15.6
161,2,Core i7
161,3,8 ГБ
161,4,интегрированная
162,0,ноутбук
162,1,17.3
162,2,Core i7
162,3,16 ГБ
162,4,дискретная
163,0,ноутбук
163,1,17.3
163,2,Core i9
163,3,32 ГБ
163,4,дискретная
164,0,ноутбук
164,1,15.6
164,2,Core i3
164,3,4 ГБ
164,4,интегрированная
165,0,ноутбук
165,1,15.6
165,2,Core i5
165,3,16 ГБ
165,4,дискретная
166,0,ноутбук
166,1,17.3
166,2,Core i7
166,3,16 ГБ
166,4,дискретная
167,0,ноутбук
167,1,15.6
167,2,Core i7
167,3,16 ГБ
167,4,дискретная
168,0,ноутбук
168,1,15.6
168,2,Core i7
168,3,16 ГБ
168,4,дискретная
169,0,ноутбук
169,1,17.3
169,2,Core i7
169,3,16 ГБ
169,4,дискретная
170,0,трансформер 360°
170,1,15.6
170,2,Core i7
170,3,16 ГБ
170,4,интегрированная
171,0,ноутбук
171,1,15.6
171,2,Celeron
171,3,4 ГБ
171,4,интегрированная
172,0,ультрабук
172,1,14
172,2,Core i5
172,3,8 ГБ
172,4,интегрированная
173,0,ноутбук
173,1,16
173,2,Ryzen 7
173,3,16 ГБ
173,4,интегрированная
174,0,ноутбук
174,1,16
174,2,Core i7
174,3,16 ГБ
174,4,дискретная
175,0,ноутбук
175,1,16
175,2,Core i7
175,3,16 ГБ
175,4,интегрированная
176,0,ноутбук
176,1,15.6
176,2,Core i7
176,3,16 ГБ
176,4,дискретная
177,0,ультрабук
177,1,13.3
177,2,Apple
177,3,8 ГБ
177,4,интегрированная
178,0,ноутбук
178,1,17.3
178,2,Core i7
178,3,16 ГБ
178,4,дискретная
179,0,ультрабук
179,1,13.3
179,2,Ryzen 7
179,3,16 ГБ
179,4,интегрированная
180,0,ноутбук
180,1,16.2
180,2,Apple
180,3,32 ГБ
180,4,интегрированная
181,0,ноутбук
181,1,17.3
181,2,Core i9
181,3,32 ГБ
181,4,дискретная
182,0,ноутбук
182,1,15.6
182,2,Core i5
182,3,16 ГБ
182,4,дискретная
183,0,ноутбук
183,1,16
183,2,Core i7
183,3,16 ГБ
183,4,интегрированная
184,0,ноутбук
184,1,15.6
184,2,Ryzen 7
184,3,8 ГБ
184,4,интегрированная
185,0,ноутбук
185,1,15.6
185,2,Core i5
185,3,8 ГБ
185,4,дискретная
186,0,ноутбук
186,1,16
186,2,Core i5
186,3,16 ГБ
186,4,интегрированная
187,0,2 в 1 (ноутбук-планшет)
187,1,13.3
187,2,Core i3
187,3,8 ГБ
187,4,интегрированная
188,0,ультрабук
188,1,13.3
188,2,Apple
188,3,8 ГБ
188,4,интегрированная
189,0,ультрабук
189,1,14
189,2,Core i3
189,3,8 ГБ
189,4,интегрированная
190,0,ноутбук
190,1,15.6
190,2,Core i9
190,3,32 ГБ
190,4,дискретная
191,0,ультрабук
191,1,13.3
191,2,Apple
191,3,8 ГБ
191,4,интегрированная
192,0,ноутбук
192,1,17.3
192,2,Core i3
192,3,16 ГБ
192,4,интегрированная
193,0,ноутбук
193,1,15.6
193,2,Core i5
193,3,8 ГБ
193,4,интегрированная
194,0,ноутбук
194,1,17.3
194,2,Core i5
194,3,16 ГБ
194,4,дискретная
195,0,ноутбук
195,1,15.6
195,2,Core i7
195,3,16 ГБ
195,4,дискретная
196,0,ноутбук
196,1,14.2
196,2,Apple
196,3,32 ГБ
196,4,интегрированная
197,0,ультрабук
197,1,13.3
197,2,Apple
197,3,8 ГБ
197,4,интегрированная
198,0,ноутбук
198,1,15.6
198,2,Ryzen 5
198,3,8 ГБ
198,4,дискретная
199,0,ноутбук
199,1,15.6
199,2,Pentium
199,3,4 ГБ
199,4,интегрированная
200,0,ноутбук
200,1,16.2
200,2,Apple
200,3,32 ГБ
200,4,интегрированная
201,0,ультрабук
201,1,13.6
201,2,Apple M2
201,3,16 ГБ
201,4,интегрированная
202,0,ноутбук
202,1,15.6
202,2,Core i7
202,3,16 ГБ
202,4,дискретная
203,0,ноутбук
203,1,15.6
203,2,Core i9
203,3,16 ГБ
203,4,дискретная
204,0,ультрабук
204,1,13.6
204,2,Apple
204,3,16 ГБ
204,4,интегрированная
205,0,ноутбук
205,1,15.6
205,2,Ryzen 7
205,3,16 ГБ
205,4,дискретная
206,0,ультрабук
206,1,13.6
206,2,Apple
206,3,16 ГБ
206,4,интегрированная
207,0,ноутбук
207,1,16.2
207,2,Apple
207,3,32 ГБ
207,4,интегрированная
208,0,ноутбук
208,1,17.3
208,2,Core i7
208,3,16 ГБ
208,4,дискретная
209,0,ноутбук
209,1,15.6
209,2,Core i7
209,3,16 ГБ
209,4,дискретная
210,0,ноутбук
210,1,16
210,2,Ryzen 7
210,3,16 ГБ
210,4,интегрированная
211,0,ноутбук
211,1,14
211,2,Ryzen 9
211,3,16 ГБ
211,4,дискретная
212,0,ноутбук
212,1,15.6
212,2,Core i5
212,3,16 ГБ
212,4,дискретная
213,0,ноутбук
213,1,15.6
213,2,Pentium
213,3,8 ГБ
213,4,интегрированная
214,0,ультрабук
214,1,13.3
214,2,Apple
214,3,16 ГБ
214,4,интегрированная
215,0,ультрабук
215,1,13.3
215,2,Core i5
215,3,8 ГБ
215,4,интегрированная
216,0,ноутбук
216,1,15.6
216,2,Ryzen 5
216,3,16 ГБ
216,4,интегрированная
217,0,ноутбук
217,1,17.3
217,2,Core i9
217,3,32 ГБ
217,4,дискретная
218,0,ноутбук
218,1,15.6
218,2,Core i3
218,3,4 ГБ
218,4,интегрированная
219,0,ноутбук
219,1,15.6
219,2,Ryzen 5
219,3,8 ГБ
219,4,интегрированная
220,0,ноутбук
220,1,15
220,2,Core i7
220,3,16 ГБ
220,4,интегрированная
221,0,ноутбук
221,1,16
221,2,Core i5
221,3,8 ГБ
221,4,интегрированная
222,0,ноутбук
222,1,16.1
222,2,Ryzen 5
222,3,16 ГБ
222,4,дискретная
223,0,ноутбук
223,1,15.6
223,2,Core i5
223,3,8 ГБ
223,4,дискретная
224,0,ноутбук
224,1,15.6
224,2,Ryzen 7
224,3,16 ГБ
224,4,интегрированная
225,0,ультрабук
225,1,13.6
225,2,Apple
225,3,16 ГБ
225,4,интегрированная
226,0,ультрабук
226,1,13.3
226,2,Apple
226,3,16 ГБ
226,4,интегрированная
227,0,ноутбук
227,1,15.6
227,2,Ryzen 5
227,3,8 ГБ
227,4,интегрированная
228,0,ноутбук
228,1,15.6
228,2,Core i7
228,3,16 ГБ
228,4,интегрированная
229,0,ноутбук
229,1,16
229,2,Ryzen 7
229,3,16 ГБ
229,4,дискретная
230,0,ноутбук
230,1,17.3
230,2,Core i5
230,3,16 ГБ
230,4,дискретная
231,0,ноутбук
231,1,17.3
231,2,Core i7
231,3,16 ГБ
231,4,дискретная
232,0,ноутбук
232,1,17.3
232,2,Core i7
232,3,32 ГБ
232,4,дискретная
233,0,трансформер 360°
233,1,14
233,2,Core i5
233,3,8 ГБ
233,4,интегрированная
234,0,ноутбук
234,1,15.6
234,2,Core i3
234,3,8 ГБ
234,4,интегрированная
235,0,ноутбук
235,1,15.6
235,2,Ryzen 7
235,3,16 ГБ
235,4,интегрированная
236,0,ультрабук
236,1,13.6
236,2,Apple
236,3,16 ГБ
236,4,интегрированная
237,0,ноутбук
237,1,16
237,2,Ryzen 7
237,3,16 ГБ
237,4,интегрированная
238,0,ноутбук
238,1,17.3
238,2,Core i7
238,3,32 ГБ
238,4,дискретная
239,0,ноутбук
239,1,15.6
239,2,Core i3
239,3,8 ГБ
239,4,интегрированная
240,0,ноутбук
240,1,15.6
240,2,Ryzen 3
240,3,8 ГБ
240,4,интегрированная
241,0,ультрабук
241,1,13.3
241,2,Ryzen 5
241,3,16 ГБ
241,4,интегрированная
242,0,ноутбук
242,1,17.3
242,2,Core i3
242,3,8 ГБ
242,4,интегрированная
243,0,ноутбук
243,1,15.6
243,2,Core i5
243,3,16 ГБ
243,4,дискретная
244,0,ноутбук
244,1,15.6
244,2,Core i3
244,3,8 ГБ
244,4,интегрированная
245,0,ноутбук
245,1,17.3
245,2,Core i5
245,3,16 ГБ
245,4,интегрированная
246,0,ноутбук
246,1,15.6
246,2,Core i7
246,3,32 ГБ
246,4,дискретная
247,0,ноутбук
247,1,15.6
247,2,Core i3
247,3,16 ГБ
247,4,интегрированная
248,0,ноутбук
248,1,15.6
248,2,Ryzen 7
248,3,8 ГБ
248,4,интегрированная
249,0,ноутбук
249,1,15.6
249,2,Core i7
249,3,16 ГБ
249,4,дискретная
250,0,ноутбук
250,1,15.6
250,2,Core i5
250,3,16 ГБ
250,4,интегрированная
251,0,ноутбук
251,1,14
251,2,Ryzen 7
251,3,16 ГБ
251,4,дискретная
252,0,трансформер 360°
252,1,13.3
252,2,Ryzen 5
252,3,8 ГБ
252,4,интегрированная
253,0,ноутбук
253,1,15.6
253,2,Core i5
253,3,8 ГБ
253,4,дискретная
254,0,ноутбук
254,1,15.6
254,2,Core i3
254,3,8 ГБ
254,4,интегрированная
255,0,ноутбук
255,1,17.3
255,2,Core i7
255,3,16 ГБ
255,4,дискретная
256,0,ноутбук
256,1,16
256,2,Core i7
256,3,16 ГБ
256,4,дискретная
257,0,ультрабук
257,1,13.3
257,2,Apple
257,3,16 ГБ
257,4,интегрированная
258,0,ноутбук
258,1,16
258,2,Core i5
258,3,16 ГБ
258,4,дискретная
259,0,ультрабук
259,1,14
259,2,Core i5
259,3,8 ГБ
259,4,дискретная
260,0,ноутбук
260,1,17.3
260,2,Core i7
260,3,16 ГБ
260,4,дискретная
261,0,ультрабук
261,1,13.3
261,2,Apple
261,3,16 ГБ
261,4,интегрированная
262,0,ультрабук
262,1,13.5
262,2,Core i5
262,3,8 ГБ
262,4,интегрированная
263,0,ноутбук
263,1,15.6
263,2,Core i7
263,3,16 ГБ
263,4,дискретная
264,0,ноутбук
264,1,15.6
264,2,Core i7
264,3,16 ГБ
264,4,дискретная
265,0,ноутбук
265,1,17.3
265,2,Core i7
265,3,32 ГБ
265,4,интегрированная
266,0,ноутбук
266,1,15.6
266,2,Core i3
266,3,8 ГБ
266,4,интегрированная
267,0,ноутбук
267,1,15.6
267,2,Ryzen 5
267,3,16 ГБ
267,4,дискретная
268,0,трансформер 360°
268,1,14
268,2,Core i7
268,3,16 ГБ
268,4,интегрированная
269,0,ноутбук
269,1,17.3
269,2,Core i7
269,3,16 ГБ
269,4,дискретная
270,0,ноутбук
270,1,15.6
270,2,Core i5
270,3,8 ГБ
270,4,интегрированная
271,0,ноутбук
271,1,15.6
271,2,Core i3
271,3,8 ГБ
271,4,интегрированная
272,0,ноутбук
272,1,15.6
272,2,Ryzen 7
272,3,16 ГБ
272,4,интегрированная
273,0,ноутбук
273,1,17.3
273,2,Core i5
273,3,16 ГБ
273,4,дискретная
274,0,ноутбук
274,1,15.6
274,2,Core i7
274,3,32 ГБ
274,4,дискретная
275,0,ноутбук
275,1,15.6
275,2,Ryzen 9
275,3,64 ГБ
275,4,дискретная
276,0,ноутбук
276,1,15.6
276,2,Core i7
276,3,16 ГБ
276,4,дискретная
277,0,ноутбук
277,1,15.6
277,2,Core i5
277,3,16 ГБ
277,4,интегрированная
278,0,ультрабук
278,1,14
278,2,Core i5
278,3,8 ГБ
278,4,интегрированная
279,0,ультрабук
279,1,13.3
279,2,Apple M1
279,3,16 ГБ
279,4,интегрированная
280,0,ультрабук
280,1,13.3
280,2,Apple M1
280,3,16 ГБ
280,4,интегрированная
281,0,ноутбук
281,1,15.6
281,2,Ryzen 7
281,3,16 ГБ
281,4,интегрированная
282,0,ультрабук
282,1,13.3
282,2,Apple
282,3,8 ГБ
282,4,интегрированная
283,0,ноутбук
283,1,17.3
283,2,Ryzen 7
283,3,16 ГБ
283,4,дискретная
284,0,ноутбук
284,1,15.6
284,2,Core i5
284,3,16 ГБ
284,4,дискретная
285,0,ноутбук
285,1,15.6
285,2,Core i7
285,3,16 ГБ
285,4,дискретная
286,0,ноутбук
286,1,15
286,2,Core i7
286,3,8 ГБ
286,4,интегрированная
287,0,ноутбук
287,1,17.3
287,2,Core i5
287,3,16 ГБ
287,4,интегрированная
288,0,ноутбук
288,1,15
288,2,Core i7
288,3,16 ГБ
288,4,интегрированная
289,0,ультрабук
289,1,13.5
289,2,Core i7
289,3,16 ГБ
289,4,интегрированная
290,0,ноутбук
290,1,15.6
290,2,Core i7
